info,eval_java_class_summary_true_positives,eval_java_class_summary_false_positives,eval_java_class_summary_true_negatives,eval_java_class_summary_false_negatives,eval_java_class_summary_precision,eval_java_class_summary_recall,eval_java_class_summary_f1,eval_java_class_Ownership_true_positives,eval_java_class_Ownership_false_positives,eval_java_class_Ownership_true_negatives,eval_java_class_Ownership_false_negatives,eval_java_class_Ownership_precision,eval_java_class_Ownership_recall,eval_java_class_Ownership_f1,eval_java_class_Expand_true_positives,eval_java_class_Expand_false_positives,eval_java_class_Expand_true_negatives,eval_java_class_Expand_false_negatives,eval_java_class_Expand_precision,eval_java_class_Expand_recall,eval_java_class_Expand_f1,eval_java_class_usage_true_positives,eval_java_class_usage_false_positives,eval_java_class_usage_true_negatives,eval_java_class_usage_false_negatives,eval_java_class_usage_precision,eval_java_class_usage_recall,eval_java_class_usage_f1,eval_java_class_Pointer_true_positives,eval_java_class_Pointer_false_positives,eval_java_class_Pointer_true_negatives,eval_java_class_Pointer_false_negatives,eval_java_class_Pointer_precision,eval_java_class_Pointer_recall,eval_java_class_Pointer_f1,eval_java_class_deprecation_true_positives,eval_java_class_deprecation_false_positives,eval_java_class_deprecation_true_negatives,eval_java_class_deprecation_false_negatives,eval_java_class_deprecation_precision,eval_java_class_deprecation_recall,eval_java_class_deprecation_f1,eval_java_class_rational_true_positives,eval_java_class_rational_false_positives,eval_java_class_rational_true_negatives,eval_java_class_rational_false_negatives,eval_java_class_rational_precision,eval_java_class_rational_recall,eval_java_class_rational_f1,eval_python_class_Usage_true_positives,eval_python_class_Usage_false_positives,eval_python_class_Usage_true_negatives,eval_python_class_Usage_false_negatives,eval_python_class_Usage_precision,eval_python_class_Usage_recall,eval_python_class_Usage_f1,eval_python_class_Parameters_true_positives,eval_python_class_Parameters_false_positives,eval_python_class_Parameters_true_negatives,eval_python_class_Parameters_false_negatives,eval_python_class_Parameters_precision,eval_python_class_Parameters_recall,eval_python_class_Parameters_f1,eval_python_class_DevelopmentNotes_true_positives,eval_python_class_DevelopmentNotes_false_positives,eval_python_class_DevelopmentNotes_true_negatives,eval_python_class_DevelopmentNotes_false_negatives,eval_python_class_DevelopmentNotes_precision,eval_python_class_DevelopmentNotes_recall,eval_python_class_DevelopmentNotes_f1,eval_python_class_Expand_true_positives,eval_python_class_Expand_false_positives,eval_python_class_Expand_true_negatives,eval_python_class_Expand_false_negatives,eval_python_class_Expand_precision,eval_python_class_Expand_recall,eval_python_class_Expand_f1,eval_python_class_Summary_true_positives,eval_python_class_Summary_false_positives,eval_python_class_Summary_true_negatives,eval_python_class_Summary_false_negatives,eval_python_class_Summary_precision,eval_python_class_Summary_recall,eval_python_class_Summary_f1,eval_pharo_class_Keyimplementationpoints_true_positives,eval_pharo_class_Keyimplementationpoints_false_positives,eval_pharo_class_Keyimplementationpoints_true_negatives,eval_pharo_class_Keyimplementationpoints_false_negatives,eval_pharo_class_Keyimplementationpoints_precision,eval_pharo_class_Keyimplementationpoints_recall,eval_pharo_class_Keyimplementationpoints_f1,eval_pharo_class_Example_true_positives,eval_pharo_class_Example_false_positives,eval_pharo_class_Example_true_negatives,eval_pharo_class_Example_false_negatives,eval_pharo_class_Example_precision,eval_pharo_class_Example_recall,eval_pharo_class_Example_f1,eval_pharo_class_Responsibilities_true_positives,eval_pharo_class_Responsibilities_false_positives,eval_pharo_class_Responsibilities_true_negatives,eval_pharo_class_Responsibilities_false_negatives,eval_pharo_class_Responsibilities_precision,eval_pharo_class_Responsibilities_recall,eval_pharo_class_Responsibilities_f1,eval_pharo_class_Classreferences_true_positives,eval_pharo_class_Classreferences_false_positives,eval_pharo_class_Classreferences_true_negatives,eval_pharo_class_Classreferences_false_negatives,eval_pharo_class_Classreferences_precision,eval_pharo_class_Classreferences_recall,eval_pharo_class_Classreferences_f1,eval_pharo_class_Intent_true_positives,eval_pharo_class_Intent_false_positives,eval_pharo_class_Intent_true_negatives,eval_pharo_class_Intent_false_negatives,eval_pharo_class_Intent_precision,eval_pharo_class_Intent_recall,eval_pharo_class_Intent_f1,eval_pharo_class_Keymessages_true_positives,eval_pharo_class_Keymessages_false_positives,eval_pharo_class_Keymessages_true_negatives,eval_pharo_class_Keymessages_false_negatives,eval_pharo_class_Keymessages_precision,eval_pharo_class_Keymessages_recall,eval_pharo_class_Keymessages_f1,eval_pharo_class_Collaborators_true_positives,eval_pharo_class_Collaborators_false_positives,eval_pharo_class_Collaborators_true_negatives,eval_pharo_class_Collaborators_false_negatives,eval_pharo_class_Collaborators_precision,eval_pharo_class_Collaborators_recall,eval_pharo_class_Collaborators_f1
23296_microsoft/codebert-base_16_1_0.01_3e-05_no_0.01_3e-25,843,135,698,49,0.8619631901840491,0.945067264573991,0.9016042780748664,45,1,1679,0,0.9782608695652174,1,0.989010989010989,0,0,1623,102,0,0,0,367,60,1234,64,0.8594847775175644,0.851508120649652,0.8554778554778556,168,36,1505,16,0.8235294117647058,0.9130434782608696,0.865979381443299,0,0,1710,15,0,0,0,0,0,1657,68,0,0,0,58,13,272,63,0.8169014084507042,0.4793388429752066,0.6041666666666667,66,3,275,62,0.9565217391304348,0.515625,0.6700507614213198,0,0,365,41,0,0,0,0,0,342,64,0,0,0,60,29,295,22,0.6741573033707865,0.7317073170731707,0.7017543859649121,0,0,246,43,0,0,0,87,19,151,32,0.8207547169811321,0.7310924369747899,0.7733333333333333,0,0,237,52,0,0,0,0,0,285,4,0,0,0,10,0,259,20,1,0.3333333333333333,0.5,0,0,246,43,0,0,0,0,0,279,10,0,0,0
23296_microsoft/codebert-base_16_1_0.01_3e-05_no_0.01_4e-25,843,135,698,49,0.8619631901840491,0.945067264573991,0.9016042780748664,45,1,1679,0,0.9782608695652174,1,0.989010989010989,0,0,1623,102,0,0,0,367,60,1234,64,0.8594847775175644,0.851508120649652,0.8554778554778556,168,36,1505,16,0.8235294117647058,0.9130434782608696,0.865979381443299,0,0,1710,15,0,0,0,0,0,1657,68,0,0,0,58,13,272,63,0.8169014084507042,0.4793388429752066,0.6041666666666667,66,3,275,62,0.9565217391304348,0.515625,0.6700507614213198,0,0,365,41,0,0,0,0,0,342,64,0,0,0,60,29,295,22,0.6741573033707865,0.7317073170731707,0.7017543859649121,0,0,246,43,0,0,0,87,19,151,32,0.8207547169811321,0.7310924369747899,0.7733333333333333,0,0,237,52,0,0,0,0,0,285,4,0,0,0,10,0,259,20,1,0.3333333333333333,0.5,0,0,246,43,0,0,0,0,0,279,10,0,0,0
23296_microsoft/codebert-base_16_1_0.01_3e-05_no_0.001_2e-25,831,145,688,61,0.8514344262295082,0.9316143497757848,0.8897216274089935,45,0,1680,0,1,1,1,0,0,1623,102,0,0,0,300,10,1284,131,0.967741935483871,0.6960556844547564,0.8097165991902835,174,53,1488,10,0.7665198237885462,0.9456521739130436,0.8467153284671532,0,0,1710,15,0,0,0,0,0,1657,68,0,0,0,59,15,270,62,0.7972972972972973,0.4876033057851239,0.6051282051282051,56,3,275,72,0.9491525423728814,0.4375,0.5989304812834224,0,0,365,41,0,0,0,0,0,342,64,0,0,0,56,25,299,26,0.691358024691358,0.6829268292682927,0.6871165644171778,0,0,246,43,0,0,0,81,18,152,38,0.8181818181818182,0.680672268907563,0.743119266055046,0,0,237,52,0,0,0,0,0,285,4,0,0,0,10,0,259,20,1,0.3333333333333333,0.5,0,0,246,43,0,0,0,0,0,279,10,0,0,0
23296_microsoft/codebert-base_16_1_0.01_3e-05_no_0.001_3e-25,831,145,688,61,0.8514344262295082,0.9316143497757848,0.8897216274089935,45,0,1680,0,1,1,1,0,0,1623,102,0,0,0,300,10,1284,131,0.967741935483871,0.6960556844547564,0.8097165991902835,174,53,1488,10,0.7665198237885462,0.9456521739130436,0.8467153284671532,0,0,1710,15,0,0,0,0,0,1657,68,0,0,0,59,15,270,62,0.7972972972972973,0.4876033057851239,0.6051282051282051,56,3,275,72,0.9491525423728814,0.4375,0.5989304812834224,0,0,365,41,0,0,0,0,0,342,64,0,0,0,56,25,299,26,0.691358024691358,0.6829268292682927,0.6871165644171778,0,0,246,43,0,0,0,81,18,152,38,0.8181818181818182,0.680672268907563,0.743119266055046,0,0,237,52,0,0,0,0,0,285,4,0,0,0,10,0,259,20,1,0.3333333333333333,0.5,0,0,246,43,0,0,0,0,0,279,10,0,0,0
23296_microsoft/codebert-base_16_1_0.01_3e-05_no_0.001_4e-25,831,145,688,61,0.8514344262295082,0.9316143497757848,0.8897216274089935,45,0,1680,0,1,1,1,0,0,1623,102,0,0,0,300,10,1284,131,0.967741935483871,0.6960556844547564,0.8097165991902835,174,53,1488,10,0.7665198237885462,0.9456521739130436,0.8467153284671532,0,0,1710,15,0,0,0,0,0,1657,68,0,0,0,59,15,270,62,0.7972972972972973,0.4876033057851239,0.6051282051282051,56,3,275,72,0.9491525423728814,0.4375,0.5989304812834224,0,0,365,41,0,0,0,0,0,342,64,0,0,0,56,25,299,26,0.691358024691358,0.6829268292682927,0.6871165644171778,0,0,246,43,0,0,0,81,18,152,38,0.8181818181818182,0.680672268907563,0.743119266055046,0,0,237,52,0,0,0,0,0,285,4,0,0,0,10,0,259,20,1,0.3333333333333333,0.5,0,0,246,43,0,0,0,0,0,279,10,0,0,0
23296_microsoft/codebert-base_16_1_0.01_3e-05_no_0.0001_2e-25,831,155,678,61,0.8427991886409736,0.9316143497757848,0.8849840255591054,45,3,1677,0,0.9375,1,0.967741935483871,0,0,1623,102,0,0,0,306,15,1279,125,0.9532710280373832,0.7099767981438515,0.8138297872340426,173,43,1498,11,0.8009259259259259,0.9402173913043478,0.865,0,0,1710,15,0,0,0,0,0,1657,68,0,0,0,56,15,270,65,0.7887323943661971,0.4628099173553719,0.5833333333333333,61,2,276,67,0.9682539682539684,0.4765625,0.6387434554973821,0,0,365,41,0,0,0,0,0,342,64,0,0,0,62,31,293,20,0.6666666666666666,0.7560975609756098,0.7085714285714285,0,0,246,43,0,0,0,80,18,152,39,0.8163265306122449,0.6722689075630253,0.7373271889400922,0,0,237,52,0,0,0,0,0,285,4,0,0,0,10,0,259,20,1,0.3333333333333333,0.5,0,0,246,43,0,0,0,0,0,279,10,0,0,0
23296_microsoft/codebert-base_16_1_0.01_3e-05_no_0.0001_3e-25,831,155,678,61,0.8427991886409736,0.9316143497757848,0.8849840255591054,45,3,1677,0,0.9375,1,0.967741935483871,0,0,1623,102,0,0,0,306,15,1279,125,0.9532710280373832,0.7099767981438515,0.8138297872340426,173,43,1498,11,0.8009259259259259,0.9402173913043478,0.865,0,0,1710,15,0,0,0,0,0,1657,68,0,0,0,56,15,270,65,0.7887323943661971,0.4628099173553719,0.5833333333333333,61,2,276,67,0.9682539682539684,0.4765625,0.6387434554973821,0,0,365,41,0,0,0,0,0,342,64,0,0,0,62,31,293,20,0.6666666666666666,0.7560975609756098,0.7085714285714285,0,0,246,43,0,0,0,80,18,152,39,0.8163265306122449,0.6722689075630253,0.7373271889400922,0,0,237,52,0,0,0,0,0,285,4,0,0,0,10,0,259,20,1,0.3333333333333333,0.5,0,0,246,43,0,0,0,0,0,279,10,0,0,0
23296_microsoft/codebert-base_16_1_0.01_3e-05_no_0.0001_4e-25,831,155,678,61,0.8427991886409736,0.9316143497757848,0.8849840255591054,45,3,1677,0,0.9375,1,0.967741935483871,0,0,1623,102,0,0,0,306,15,1279,125,0.9532710280373832,0.7099767981438515,0.8138297872340426,173,43,1498,11,0.8009259259259259,0.9402173913043478,0.865,0,0,1710,15,0,0,0,0,0,1657,68,0,0,0,56,15,270,65,0.7887323943661971,0.4628099173553719,0.5833333333333333,61,2,276,67,0.9682539682539684,0.4765625,0.6387434554973821,0,0,365,41,0,0,0,0,0,342,64,0,0,0,62,31,293,20,0.6666666666666666,0.7560975609756098,0.7085714285714285,0,0,246,43,0,0,0,80,18,152,39,0.8163265306122449,0.6722689075630253,0.7373271889400922,0,0,237,52,0,0,0,0,0,285,4,0,0,0,10,0,259,20,1,0.3333333333333333,0.5,0,0,246,43,0,0,0,0,0,279,10,0,0,0
23296_microsoft/codebert-base_16_1_0.001_3e-05_no_0.01_2e-25,849,135,698,43,0.8628048780487805,0.9517937219730942,0.9051172707889128,45,3,1677,0,0.9375,1,0.967741935483871,0,0,1623,102,0,0,0,365,57,1237,66,0.8649289099526066,0.8468677494199536,0.8558030480656507,168,23,1518,16,0.8795811518324608,0.9130434782608696,0.8959999999999999,0,0,1710,15,0,0,0,0,0,1657,68,0,0,0,58,14,271,63,0.8055555555555556,0.4793388429752066,0.6010362694300518,70,5,273,58,0.9333333333333332,0.546875,0.689655172413793,0,0,365,41,0,0,0,0,0,342,64,0,0,0,59,29,295,23,0.6704545454545454,0.7195121951219512,0.6941176470588235,0,0,246,43,0,0,0,87,19,151,32,0.8207547169811321,0.7310924369747899,0.7733333333333333,0,0,237,52,0,0,0,0,0,285,4,0,0,0,10,0,259,20,1,0.3333333333333333,0.5,0,0,246,43,0,0,0,0,0,279,10,0,0,0
23296_microsoft/codebert-base_16_1_0.001_3e-05_no_0.01_3e-25,849,135,698,43,0.8628048780487805,0.9517937219730942,0.9051172707889128,45,3,1677,0,0.9375,1,0.967741935483871,0,0,1623,102,0,0,0,365,57,1237,66,0.8649289099526066,0.8468677494199536,0.8558030480656507,168,23,1518,16,0.8795811518324608,0.9130434782608696,0.8959999999999999,0,0,1710,15,0,0,0,0,0,1657,68,0,0,0,58,14,271,63,0.8055555555555556,0.4793388429752066,0.6010362694300518,70,5,273,58,0.9333333333333332,0.546875,0.689655172413793,0,0,365,41,0,0,0,0,0,342,64,0,0,0,59,29,295,23,0.6704545454545454,0.7195121951219512,0.6941176470588235,0,0,246,43,0,0,0,87,19,151,32,0.8207547169811321,0.7310924369747899,0.7733333333333333,0,0,237,52,0,0,0,0,0,285,4,0,0,0,10,0,259,20,1,0.3333333333333333,0.5,0,0,246,43,0,0,0,0,0,279,10,0,0,0
